"address","storey_range","LATITUDE","LONGITUDE","resale_price","floor_area_sqm","remaining_lease_year","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","storey_01TO03","storey_04TO06","storey_07TO09","storey_10TO12","storey_13TO15","storey_16TO18","storey_19TO21","storey_22TO24","storey_25TO27","storey_28TO30","storey_31TO33","storey_34TO36","storey_37TO39","storey_40TO42","storey_43TO45","storey_46TO48","storey_49TO51"
"241 BISHAN ST 22","07 TO 09",1.36084158995261,103.845466006164,6e+05,103,72,13.345,0.575525381974172,0.475931229015437,1.06381672725194,0.214584191317035,0.43525211484122,0.22707912875507,2,3,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221 BISHAN ST 23","13 TO 15",1.35786908196311,103.848922891198,610000,102,72,12.934,0.862217772871223,0.693558695583786,0.725873242245692,0.436038654330767,0.0815998525717525,0.114792753952806,2,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"259 BISHAN ST 22","07 TO 09",1.35996498032957,103.842257675923,614000,112,72,13.266,0.498299475241609,0.809278206557036,1.20308754169736,0.584336285772449,0.347619547432979,0.300371507735587,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251 BISHAN ST 22","04 TO 06",1.3619102393501,103.844170496763,618000,103,72,13.259,0.423083509705434,0.515217087339857,1.04284524964063,0.351329899289371,0.492364051574949,0.336947923428421,0,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272 BISHAN ST 24","07 TO 09",1.35616040837393,103.842970271005,625000,104,72,13.185,0.272717496764778,0.804763760400265,0.823254379340756,0.309803177055251,0.148414985313093,0.363617235487938,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224 BISHAN ST 23","16 TO 18",1.35894550352623,103.847698643978,630000,102,72,12.935,0.731462959428347,0.573870222021737,0.85984195598231,0.281207712521794,0.115543350477338,0.201852081003395,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"253 BISHAN ST 22","10 TO 12",1.36225939357117,103.843079566806,648000,116,72,13.252,0.354571010374291,0.610975272844239,1.0936063211659,0.477465658778908,0.502190497784501,0.413431749899638,0,4,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"273B BISHAN ST 24","28 TO 30",1.35607299328811,103.843470177697,818000,95,91,12.893,0.326826087476828,0.845866989278445,0.778136316530095,0.310323730114901,0.131889129102772,0.345372129908976,4,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"273A BISHAN ST 24","31 TO 33",1.35636621091925,103.843933964667,820000,95,91,12.892,0.382199181181765,0.906819758313226,0.770095578367086,0.357792196062246,0.0961547189854336,0.296484534593532,4,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"338 BT BATOK ST 34","04 TO 06",1.36353416925063,103.750672676432,305000,84,66,20.505,1.7039501045652,1.34745351432211,0.544907916748932,0.909249138328465,0.143285663074554,0.143285663074899,1,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349 BT BATOK ST 34","01 TO 03",1.36209582624362,103.749579951698,310000,104,67,20.608,1.75013871478916,1.15049281678917,0.44966327574204,0.892064716628719,0.3285386995847,0.201655483102419,2,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340 BT BATOK ST 34","10 TO 12",1.36314441622763,103.749539091843,314000,103,67,20.526,1.70679996957463,1.22706898131273,0.550901431105151,0.968102599890575,0.27659361808896,0.274018341722288,2,4,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"321 BT BATOK ST 33","04 TO 06",1.36131699323376,103.747741215309,330000,93,66,20.031,1.72721263564908,0.94270847123218,0.541630378421439,1.0249333636108,0.389753199999203,0.249813261681779,1,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536 BT BATOK ST 52","04 TO 06",1.35551876314657,103.751164489972,330000,103,66,18.436,1.01995663096129,1.03983060555389,0.367668143276235,0.582693033366388,0.356146193343619,0.348399033159575,1,3,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338 BT BATOK ST 34","04 TO 06",1.36353416925063,103.750672676432,335000,84,66,20.505,1.7039501045652,1.34745351432211,0.544907916748932,0.909249138328465,0.143285663074554,0.143285663074899,1,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339 BT BATOK ST 34","01 TO 03",1.36319798587253,103.75080463345,338800,103,67,20.493,1.74390237720814,1.33332320019644,0.505271202154661,0.87174573525699,0.146462831956853,0.146462831957471,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219 BT BATOK ST 21","07 TO 09",1.34720729813155,103.754999726682,340000,93,65,17.184,0.0951245375889519,1.71272049233143,0.637479433355985,1.04779771622474,0.234038989754089,0.234038795292655,0,4,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367 BT BATOK ST 31","04 TO 06",1.36033274170697,103.749691516072,355000,94,67,19.924,1.56746404607568,1.04237506554324,0.300373388684648,0.782220037546154,0.162936951836525,0.162936326565904,0,4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338 BT BATOK ST 34","07 TO 09",1.36353416925063,103.750672676432,365000,104,66,20.505,1.7039501045652,1.34745351432211,0.544907916748932,0.909249138328465,0.143285663074554,0.143285663074899,1,3,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113 BT BATOK WEST AVE 6","04 TO 06",1.34883637169503,103.745173408163,370000,104,64,18.399,0.341907823460044,0.797619437942028,0.489420688571483,1.53592801914612,0.230613444674384,0.107506334754628,1,4,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170 BT BATOK WEST AVE 8","10 TO 12",1.34655585025652,103.740101500639,370000,103,65,18.896,0.365659279334277,0.430371615448977,0.955798232487321,1.52898976954445,0.308566989286164,0.184075004236158,1,3,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"266 BT BATOK EAST AVE 4","10 TO 12",1.34936030465417,103.760019454103,378000,104,65,17.512,0.512132434711446,2.09279807866004,1.1638278812158,0.639180197760366,0.378486398490353,0.0737526375427167,0,3,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"291E BT BATOK ST 24","04 TO 06",1.343453412569,103.754788281769,380000,102,78,17.515,0.466477120293287,1.89270186421095,0.847625669994717,0.790049777369869,0.453312253927337,0.132703338642494,0,3,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386 BT BATOK WEST AVE 5","07 TO 09",1.36399534082987,103.752720364689,380000,90,85,20.444,1.74888275450148,1.55329085402956,0.585963095377945,0.75283875481738,0.0919586461689378,0.0919586461688619,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386 BT BATOK WEST AVE 5","04 TO 06",1.36399534082987,103.752720364689,385000,90,85,20.444,1.74888275450148,1.55329085402956,0.585963095377945,0.75283875481738,0.0919586461689378,0.0919586461688619,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162 BT BATOK ST 11","07 TO 09",1.3476807502065,103.741887681534,388000,105,65,18.781,0.223570596327984,0.654612421372334,0.867600813430549,1.75418934451547,0.117359182567559,0.10513648777169,2,3,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171 BT BATOK WEST AVE 8","19 TO 21",1.34610021179301,103.740229621691,413888,103,65,18.975,0.351409690650532,0.400789212898267,0.945134440358606,1.50064744717708,0.310038670639223,0.170467203352893,2,4,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"291A BT BATOK ST 24","13 TO 15",1.34366766259088,103.75605170306,430000,103,77,17.422,0.430498191157595,2.03345942525686,0.934329916986198,0.687082212517902,0.361858791146698,0.118746288433691,1,3,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"201 BT BATOK ST 21","01 TO 03",1.34586253909028,103.747905760698,435000,103,65,18.293,0.32960115968398,1.15810009727515,0.396431547462038,1.56271991326951,0.352809133095148,0.169766879325392,0,5,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383 BT BATOK WEST AVE 5","25 TO 27",1.36232315228541,103.752217152725,442000,90,85,20.579,1.68088977621147,1.39827957848894,0.395434059643676,0.696356352075363,0.182126715269531,0.154213017274053,1,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"204 BT BATOK ST 21","07 TO 09",1.34755865555388,103.74988715048,446000,107,65,18.117,0.258125844069092,1.23349193679857,0.166998983475289,1.28385310080255,0.141466460051892,0.155371621529032,0,4,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 BT BATOK CTRL","07 TO 09",1.3485726542005,103.747156223784,452000,128,65,18.671,0.488240268754926,0.94408098470334,0.273076029920447,1.38867038118869,0.242901886922143,0.273028342872877,0,4,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40 TELOK BLANGAH RISE","10 TO 12",1.27209926567831,103.823245112725,362500,82,56,4.873,0.0748610552882283,0.142839828820286,0.759688576830208,0.660526858271414,0.30627236048222,0.306271024255644,0,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24 TELOK BLANGAH CRES","10 TO 12",1.27540949062767,103.820660541826,408000,82,55,6.137,0.501456868829436,0.311969910328466,1.10221151459309,0.271761978726623,0.301923436189205,0.261237260735983,1,3,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"120 BT MERAH VIEW","07 TO 09",1.28277443239482,103.822612454246,412000,88,53,4.793,0.0403735442677825,0.308343506670762,0.619252386258037,0.558129258657098,0.33237795025721,0.248527077569599,1,1,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55 TELOK BLANGAH DR","07 TO 09",1.27396036035569,103.812149525435,475000,98,58,5.978,0.596612949824409,0.468118504155884,0.444025202554388,0.568872461937718,0.363432374818772,0.193564374242351,0,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17 TELOK BLANGAH CRES","10 TO 12",1.27776786253278,103.821702419401,480000,99,82,6.291,0.475269288721088,0.343508287035865,1.1036896229249,0.475026810566482,0.262790824946594,0.215163560978444,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101 BT PURMEI RD","04 TO 06",1.27146256556443,103.825683545567,510000,91,63,4.446,0.299536889612291,0.420396374169287,0.813270041641768,0.931588061466089,0.275907646508663,0.275906793192368,0,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112A DEPOT RD","16 TO 18",1.28147636173322,103.808148105183,605000,100,86,6.387,0.638448534097167,0.605555134074713,1.16543648943849,0.394736853336333,0.213212203508955,0.248677268087579,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"39 JLN RUMAH TINGGI","13 TO 15",1.2886333428931,103.810015901011,614000,100,77,6.495,0.374326446996408,0.28049665267082,0.763812758173444,1.08394438059851,0.311533400888457,0.251376462502101,0,2,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13 CANTONMENT CL","01 TO 03",1.27469944029956,103.840485373883,643000,90,83,2.784,0.234336192360036,0.365943352295514,0.569168405757051,0.717733748298652,0.328238373356509,0.212671178337096,1,6,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119B KIM TIAN RD","16 TO 18",1.28115558487763,103.827266559741,668000,92,83,4.05,0.0773067280300771,0.188801821876034,0.557733327467235,0.423590624586982,0.247616836399348,0.147352327423801,1,5,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"77A REDHILL RD","16 TO 18",1.28838106670584,103.817391094217,708000,90,85,5.232,0.117811001516053,0.126558200553477,0.145462611248251,0.743337340103229,0.215571058492895,0.156350492691844,1,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"26D JLN MEMBINA","19 TO 21",1.28209883987158,103.825202810934,715800,90,89,4.274,0.164857581896584,0.24849510038997,0.495844017159785,0.565323192486772,0.0736145391543987,0.0736142805329266,0,1,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8A BOON TIONG RD","19 TO 21",1.28652536951665,103.830124811691,793988,100,85,3.463,0.104493513295561,0.169649000016952,0.347546889635615,0.296836705051307,0.211081966540689,0.149612634111757,0,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6B BOON TIONG RD","13 TO 15",1.28654599608856,103.83082447985,838000,100,85,3.386,0.181737805628277,0.206757772199927,0.425261154246062,0.313200155324241,0.256555491362552,0.227310660350546,0,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"80C TELOK BLANGAH ST 31","25 TO 27",1.27349435644809,103.807229362471,842000,93,93,6.463,0.0466770710554588,0.046380672523336,0.412893627926445,0.520076832010758,0.190206162827073,0.12402551597582,2,3,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"80A TELOK BLANGAH ST 31","19 TO 21",1.27368173970143,103.806579408022,850000,95,93,6.539,0.034259139296339,0.12161463367814,0.431671660269911,0.456375216267251,0.264218274993222,0.195484209846722,2,3,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"207 PETIR RD","01 TO 03",1.37370703550109,103.774851276857,270000,84,68,16.377,2.4081868956867,0.504409414832262,0.481013525273713,0.334673116361496,0.107628074216461,0.406792461335276,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240 BT PANJANG RING RD","01 TO 03",1.37934514194061,103.771222864624,295000,84,68,17.255,1.90202290278553,0.238928347106582,0.175287237327314,0.681820903484323,0.193628767806885,0.214153258100441,2,5,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505 JELAPANG RD","04 TO 06",1.38416248289246,103.767483683421,320000,102,78,18.797,1.5529464347424,0.765756586180773,0.372134175099027,1.30581695280904,0.192493345135143,0.151867196344376,2,4,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250 BANGKIT RD","01 TO 03",1.38065502521671,103.773698672408,330000,103,68,17.445,2.17709824369765,0.363566550099596,0.136408238332946,0.847104333072849,0.196879659761648,0.243418906300672,1,2,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143 PETIR RD","01 TO 03",1.37637448213033,103.76732428038,335000,103,68,17.905,1.52145837849918,0.590604703559587,0.168711698018118,0.516581502855037,0.55483893856084,0.125764256961875,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476 SEGAR RD","04 TO 06",1.38889498981622,103.772905851405,336000,91,82,18.261,2.26260996507476,1.2497430299425,0.388453897177282,1.73753901527802,0.377642981035138,0.178878795057314,1,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467 SEGAR RD","07 TO 09",1.38698243415701,103.773788455756,340000,90,82,18.179,2.30426830970173,1.04742531414814,0.42902617026594,1.53701546893414,0.450107030326785,0.333479372748005,1,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148 GANGSA RD","07 TO 09",1.37591870711085,103.766191760192,345000,103,69,17.945,1.41575562863614,0.725122543747208,0.209378968043122,0.547860456851602,0.468741963834398,0.250892151802724,1,3,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505 JELAPANG RD","07 TO 09",1.38416248289246,103.767483683421,349000,102,78,18.797,1.5529464347424,0.765756586180773,0.372134175099027,1.30581695280904,0.192493345135143,0.151867196344376,2,4,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244 BT PANJANG RING RD","10 TO 12",1.38091958234255,103.771819242148,350000,104,68,17.737,1.96929194944475,0.374508837064108,0.135901882768747,0.851963586706045,0.241508867036724,0.235392632482905,1,6,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"629 SENJA RD","07 TO 09",1.38652802373559,103.759278980746,350000,93,84,18.829,0.766085625885291,0.230353911902381,0.545901722651448,0.937160160632966,0.189746195069109,0.094086780959658,1,3,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126 PENDING RD","10 TO 12",1.37621716161119,103.77012332087,358000,103,67,17.101,1.82755511634294,0.304539750383927,0.127895121346052,0.385477438930733,0.442772380644983,0.267020330020893,2,2,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"270 BANGKIT RD","13 TO 15",1.37649519770575,103.774209981676,375000,106,68,16.784,2.26696912227245,0.227145217992355,0.329475045350761,0.445601875674932,0.315782714052454,0.117036959615655,2,3,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"533 BT PANJANG RING RD","04 TO 06",1.38495570760378,103.763765206752,380000,99,79,18.386,1.16657256690851,0.367343432431542,0.209946892828187,1.23782394980775,0.270307048014573,0.278608713000846,2,4,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629 SENJA RD","19 TO 21",1.38652802373559,103.759278980746,388000,90,84,18.829,0.766085625885291,0.230353911902381,0.545901722651448,0.937160160632966,0.189746195069109,0.094086780959658,1,3,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"458 SEGAR RD","04 TO 06",1.38804394182061,103.771067583616,4e+05,93,92,18.222,2.0393928395343,1.095885669642,0.166241078078925,1.6422243775953,0.167474339589939,0.075568042987764,1,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173 GANGSA RD","07 TO 09",1.37992941455809,103.766762151697,410000,101,78,17.496,1.40411939431899,0.687446499339865,0.241174931861397,0.90249149706597,0.315435463566428,0.241761013919413,1,3,15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485 SEGAR RD","13 TO 15",1.38868132378093,103.771312569429,412000,93,94,18.169,2.08663557441472,1.13160866269818,0.215635082050947,1.71136953372848,0.199383936085002,3.54155757628082e-08,1,5,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"486 SEGAR RD","13 TO 15",1.38924060817621,103.77162077126,450000,93,95,18.29,2.13920478430288,1.17625726432186,0.277525006355607,1.77227256709076,0.25307995359875,0.0707174365033835,1,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"633B SENJA RD","19 TO 21",1.38516970673292,103.758529145929,462000,93,94,18.725,0.61925142742892,0.373056047234114,0.507427567199288,0.928440690092261,0.188173415191352,0.147684556522422,0,3,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"633B SENJA RD","28 TO 30",1.38516970673292,103.758529145929,480000,93,93,18.725,0.61925142742892,0.373056047234114,0.507427567199288,0.928440690092261,0.188173415191352,0.147684556522422,0,3,12,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"171 GANGSA RD","16 TO 18",1.37896953663304,103.766375003722,483088,101,77,17.625,1.36607618365509,0.697110900610165,0.138725715776613,0.820638406976455,0.316961551734252,0.243020498501769,1,3,11,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"185 JELEBU RD","16 TO 18",1.37935525582195,103.762296482155,533000,91,83,18.213,0.910206488724267,0.86650551098196,0.0932955929710241,0.680789873338575,0.121704435433861,0.118915442384171,1,8,17,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2 QUEEN'S RD","07 TO 09",1.31778631433714,103.807262757565,545000,89,54,9.491,1.4096204985783,0.248555403060364,0.0471628906155735,0.198645248760469,0.734932354449941,0.259402328813427,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2 QUEEN'S RD","07 TO 09",1.31778631433714,103.807262757565,580000,89,54,9.491,1.4096204985783,0.248555403060364,0.0471628906155735,0.198645248760469,0.734932354449941,0.259402328813427,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671A KLANG LANE","01 TO 03",1.30882069575537,103.852065291651,445000,75,83,4.056,0.700504341598523,0.335794373565851,0.349797254401738,0.312921745194466,0.417603606271114,0.151829416499002,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634 VEERASAMY RD","07 TO 09",1.30606039060551,103.855108751218,550000,102,65,4.053,0.346844143718265,0.240073270656191,0.0833868973709954,0.262730140674591,0.284934333270265,0.0596643813773326,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334 KRETA AYER RD","07 TO 09",1.28160641229699,103.84233592597,570000,83,61,1.939,0.12874254539337,0.116653493793851,0.327744946665726,0.115249475823685,0.0672091134112883,0.457999687715422,0,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1D CANTONMENT RD","04 TO 06",1.27692024304713,103.841485788369,8e+05,94,91,2.053,0.177855560288099,0.190132187507835,0.379670718067057,0.464667269713551,0.185142915152075,0.0280349864391529,1,7,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1B CANTONMENT RD","04 TO 06",1.27779940676005,103.841403430465,840000,94,91,2.166,0.267363987874465,0.235977344459711,0.29771914919713,0.367398542795172,0.248046397132554,0.0860247998100326,1,6,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1F CANTONMENT RD","10 TO 12",1.27598699469414,103.841191762017,925000,93,91,1.991,0.140516738363648,0.23052169920376,0.454819638815125,0.568364566172339,0.203860721712114,0.116110892529562,1,7,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"684D CHOA CHU KANG CRES","04 TO 06",1.40467820311031,103.746800063318,295000,90,82,23.621,1.14975590981049,2.52170690899755,0.792723043597149,1.72783222676486,0.816079737385182,0.733890098388149,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687A CHOA CHU KANG DR","01 TO 03",1.40451101735306,103.750161262445,295000,90,82,23.395,1.24828803199296,2.2854728601747,0.830116045151842,1.65439771972543,0.87499336784044,0.79249074802552,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692A CHOA CHU KANG CRES","22 TO 24",1.4002092135442,103.751271374918,308000,91,83,23.4,0.935779967581661,1.82495077083007,0.522077155701705,1.17885821480356,0.555366708418936,0.52365796939069,1,1,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"686A CHOA CHU KANG CRES","10 TO 12",1.40438956727531,103.74785640306,310000,90,82,23.471,1.14354758758954,2.42312003001601,0.759604330861392,1.68755369055207,0.796926909268794,0.706527680935068,0,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"427 CHOA CHU KANG AVE 4","01 TO 03",1.38088419447891,103.73976352832,310000,104,72,23.093,0.442049258326435,2.49005155768606,0.618629507448442,1.32815717554848,0.197528145632454,0.34060851274297,3,8,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691B CHOA CHU KANG CRES","13 TO 15",1.40162672032469,103.751577560463,312000,91,83,23.339,1.07179413993369,1.93236467757954,0.648314313960045,1.33562532417422,0.686170320334247,0.63767897936568,1,1,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"104 TECK WHYE LANE","04 TO 06",1.37708162127187,103.752870448301,315000,106,69,19.318,0.356068170873491,1.45084383166748,0.103452739366537,0.503811953037617,0.189588840572746,0.189588631577507,0,4,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659 CHOA CHU KANG CRES","04 TO 06",1.40124273911529,103.749394179356,318000,103,79,23.428,0.890990038971614,2.04511089400376,0.465922184644745,1.31237300502387,0.509618298021064,0.436913310852432,1,3,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660 CHOA CHU KANG CRES","01 TO 03",1.40115928939782,103.749807645909,318000,100,79,23.369,0.908665650099389,2.00856020673585,0.481757566814298,1.29615099066839,0.524081042800397,0.458504399035936,1,2,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685A CHOA CHU KANG CRES","13 TO 15",1.40378102388881,103.747662621714,320000,90,82,23.39,1.07295589247086,2.3840924246019,0.69124680102147,1.62131188643534,0.726898308630976,0.637253051489061,1,3,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"473 CHOA CHU KANG AVE 3","10 TO 12",1.37961821111761,103.738115482342,323000,100,79,23.168,0.252166553804024,2.7063541280834,0.802167497290204,1.5577838204939,0.195160162792855,0.215042057540088,3,4,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"673 CHOA CHU KANG CRES","10 TO 12",1.40132802512812,103.748136094413,326000,104,79,23.578,0.833852065766989,2.14510459813665,0.427228271017312,1.34820801726896,0.472915528011367,0.381159986198671,1,5,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"151 JLN TECK WHYE","04 TO 06",1.37841034566731,103.757250622283,330000,103,78,19.045,0.389464093402769,1.06177283412865,0.0901876983738516,0.278686058702432,0.354026451170021,0.0918931274277964,1,5,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
