"address","storey_range","floor_area_sqm","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","01TO03","04TO06","07TO09","10TO12","13TO15","16TO18","19TO21","22TO24","25TO27","28TO30","31TO33","34TO36","37TO39","40TO42","43TO45","46TO48","49TO51"
"241 BISHAN ST 22","07 TO 09",103,72,6e+05,1.36084158995261,103.845466006164,13.345,1.56265848083594,0.757240197331787,0.684087764788312,0.465280538705921,0.274621240957496,0.510739803080546,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221 BISHAN ST 23","13 TO 15",102,72,610000,1.35786908196311,103.848922891198,12.934,0.675924886560431,0.20560670821892,1.46797609146411,0.804189608151434,0.729371342022049,0.448901299510068,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"259 BISHAN ST 22","07 TO 09",112,72,614000,1.35996498032957,103.842257675923,13.266,2.45428032811255,1.4836143942644,0.861640993676005,0.484616293034864,0.244298435162003,0.102896177092188,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251 BISHAN ST 22","04 TO 06",103,72,618000,1.3619102393501,103.844170496763,13.259,1.66881652055043,1.11379321708078,0.280581986460607,0.52502728331217,0.227174996306161,0.551080153502821,2,3,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272 BISHAN ST 24","07 TO 09",104,72,625000,1.35616040837393,103.842970271005,13.185,0.583814399238023,0.63075813340772,1.04992173100644,1.23599957927424,0.174567130852225,0.17466813107245,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224 BISHAN ST 23","16 TO 18",102,72,630000,1.35894550352623,103.847698643978,12.935,0.0375274995684285,0.151199687685633,0.299812816958598,0.102565382853513,0.0130847111063037,0.0812278562094388,11,23,96,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"253 BISHAN ST 22","10 TO 12",116,72,648000,1.36225939357117,103.843079566806,13.252,0.159520934814701,0.150000771509346,0.508561022923218,0.465290058637604,0.20454367696902,0.204459600488151,1,8,23,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"273B BISHAN ST 24","28 TO 30",95,91,818000,1.35607299328811,103.843470177697,12.893,0.531964908871141,0.571380300512291,0.645941492137991,0.506230810347694,0.0455013791122916,0.766528601402918,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"273A BISHAN ST 24","31 TO 33",95,91,820000,1.35636621091925,103.843933964667,12.892,1.48551154716475,0.705097495372585,0.542726841818567,1.69899727210441,1.53317131822729,0.839907366023033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"338 BT BATOK ST 34","04 TO 06",84,66,305000,1.36353416925063,103.750672676432,20.505,0.845881131866781,0.915274459520065,0.811565490934274,0.605795325644963,0.469536140247415,0.125524001291537,1,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349 BT BATOK ST 34","01 TO 03",104,67,310000,1.36209582624362,103.749579951698,20.608,0.572858623366724,0.405287360944551,0.344498075893358,0.131848095356615,0.375512672925059,0.104453802677693,0,3,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340 BT BATOK ST 34","10 TO 12",103,67,314000,1.36314441622763,103.749539091843,20.526,0.604115681746871,0.794980460841648,0.742811239117796,0.897489559864967,0.605044921184893,0.0731069913171778,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"321 BT BATOK ST 33","04 TO 06",93,66,330000,1.36131699323376,103.747741215309,20.031,1.1626938571029,0.541232249450263,0.261349730521982,1.45682244976616,1.23301376458195,0.504017218043461,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536 BT BATOK ST 52","04 TO 06",103,66,330000,1.35551876314657,103.751164489972,18.436,0.131665449889099,0.70833508894771,0.54689548858219,0.652882609245344,0.217010290709338,0.301800301408562,1,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338 BT BATOK ST 34","04 TO 06",84,66,335000,1.36353416925063,103.750672676432,20.505,0.845881131866781,0.915274459520065,0.811565490934274,0.605795325644963,0.469536140247415,0.125524001291537,1,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339 BT BATOK ST 34","01 TO 03",103,67,338800,1.36319798587253,103.75080463345,20.493,0.221738863295093,1.08297039485728,0.844593340434926,1.37611283491888,0.273011812411705,0.819730925511061,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219 BT BATOK ST 21","07 TO 09",93,65,340000,1.34720729813155,103.754999726682,17.184,0.425661754698203,1.03435245301688,1.22837787917951,0.601318510463323,0.422428916227275,0.605433474066708,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367 BT BATOK ST 31","04 TO 06",94,67,355000,1.36033274170697,103.749691516072,19.924,0.691727467851685,0.865978690396241,1.12629622575226,0.514815072242668,0.282311254344115,0.282269300711194,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338 BT BATOK ST 34","07 TO 09",104,66,365000,1.36353416925063,103.750672676432,20.505,0.845881131866781,0.915274459520065,0.811565490934274,0.605795325644963,0.469536140247415,0.125524001291537,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113 BT BATOK WEST AVE 6","04 TO 06",104,64,370000,1.34883637169503,103.745173408163,18.399,0.217180204629271,1.1685094380382,0.985785465746212,0.730540643408336,0.324648365579341,0.400230127537699,0,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170 BT BATOK WEST AVE 8","10 TO 12",103,65,370000,1.34655585025652,103.740101500639,18.896,0.592075562387978,2.37645952415709,0.736215974865753,1.12980839613722,0.950971536570801,0.265992931247128,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"266 BT BATOK EAST AVE 4","10 TO 12",104,65,378000,1.34936030465417,103.760019454103,17.512,0.355966274029953,0.32048730059245,0.251335721222069,0.479443832997243,0.450915918104211,0.0909364462697714,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"291E BT BATOK ST 24","04 TO 06",102,78,380000,1.343453412569,103.754788281769,17.515,0.730524352690625,1.44494422802388,0.783077507432523,0.946791203928647,1.03834906044905,0.236111408000618,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386 BT BATOK WEST AVE 5","07 TO 09",90,85,380000,1.36399534082987,103.752720364689,20.444,1.45070697191551,0.205046959447019,0.561745770802143,0.213852627803617,0.114957215977107,0.11834119265841,0,4,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386 BT BATOK WEST AVE 5","04 TO 06",90,85,385000,1.36399534082987,103.752720364689,20.444,1.45070697191551,0.205046959447019,0.561745770802143,0.213852627803617,0.114957215977107,0.11834119265841,0,4,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162 BT BATOK ST 11","07 TO 09",105,65,388000,1.3476807502065,103.741887681534,18.781,0.450490282234215,0.805047578252215,0.554071204683676,0.116136641853685,0.335941633577221,0.0975384821193205,2,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171 BT BATOK WEST AVE 8","19 TO 21",103,65,413888,1.34610021179301,103.740229621691,18.975,0.85232151677671,0.316805307082769,0.184260888718674,0.635782513544178,0.136401373369827,0.451363858448896,1,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"291A BT BATOK ST 24","13 TO 15",103,77,430000,1.34366766259088,103.75605170306,17.422,1.22051051933206,1.30843795458997,1.1120948815602,0.72234720251831,0.457020625184197,0.457012195142457,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"201 BT BATOK ST 21","01 TO 03",103,65,435000,1.34586253909028,103.747905760698,18.293,0.275645584881217,0.528470890450244,0.207044810601093,0.343393457815703,0.255897455571701,0.348718854285923,4,7,24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383 BT BATOK WEST AVE 5","25 TO 27",90,85,442000,1.36232315228541,103.752217152725,20.579,0.523983811634285,0.385556181321372,0.0783042142199367,0.513661038622292,0.56414691821616,0.157484951307643,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"204 BT BATOK ST 21","07 TO 09",107,65,446000,1.34755865555388,103.74988715048,18.117,0.188747895082868,0.287417623626594,0.220817026418409,0.123965255338936,0.0573152903526075,0.0543694450212728,5,20,82,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 BT BATOK CTRL","07 TO 09",128,65,452000,1.3485726542005,103.747156223784,18.671,0.904556787869837,0.833077876343148,0.46698624562459,1.31790176097702,0.51485205402514,0.681974619723073,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40 TELOK BLANGAH RISE","10 TO 12",82,56,362500,1.27209926567831,103.823245112725,4.873,1.33162595572578,1.67907025353717,0.401384362717581,0.714170291957041,0.182391114705319,0.640034512785984,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24 TELOK BLANGAH CRES","10 TO 12",82,55,408000,1.27540949062767,103.820660541826,6.137,1.03694258138441,1.38799681841474,0.284051412222852,0.254065784524121,0.967745195633583,0.796759773514964,0,1,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"120 BT MERAH VIEW","07 TO 09",88,53,412000,1.28277443239482,103.822612454246,4.793,1.52439956340211,1.76233212669637,0.296712696771214,1.45548010600215,0.293629723742985,0.358903673824928,0,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55 TELOK BLANGAH DR","07 TO 09",98,58,475000,1.27396036035569,103.812149525435,5.978,0.585678481483926,0.582889997025289,1.18685605597817,0.14936021153746,0.465017931334333,0.122817450859505,2,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17 TELOK BLANGAH CRES","10 TO 12",99,82,480000,1.27776786253278,103.821702419401,6.291,0.786550984357459,0.917497793623958,0.481236632136756,0.341401121705168,0.683602547273031,0.70375284537163,0,4,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101 BT PURMEI RD","04 TO 06",91,63,510000,1.27146256556443,103.825683545567,4.446,0.685024120351968,0.266338588194768,0.912275767174175,0.748294371662623,0.336490823486367,0.33651945617777,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112A DEPOT RD","16 TO 18",100,86,605000,1.28147636173322,103.808148105183,6.387,0.938662581714308,0.967357595483593,1.27910219451712,1.2069970131877,0.857429952148987,0.770098011839034,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"39 JLN RUMAH TINGGI","13 TO 15",100,77,614000,1.2886333428931,103.810015901011,6.495,0.275473098071355,0.723618403428277,0.984315521938348,0.361589819954422,0.373700480725617,0.460341780249826,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13 CANTONMENT CL","01 TO 03",90,83,643000,1.27469944029956,103.840485373883,2.784,0.546808711954444,0.554471720712154,1.10842320438423,0.444067123209087,0.472304358389414,0.116806342925194,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119B KIM TIAN RD","16 TO 18",92,83,668000,1.28115558487763,103.827266559741,4.05,0.342725544944845,0.531474961045713,0.279106349173447,0.173327773111616,0.514602343275466,0.647662466804192,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"77A REDHILL RD","16 TO 18",90,85,708000,1.28838106670584,103.817391094217,5.232,1.58012721343318,0.737664595188629,0.563507061380211,0.532705611166953,1.44129054905815,0.354008356474742,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"26D JLN MEMBINA","19 TO 21",90,89,715800,1.28209883987158,103.825202810934,4.274,1.0473365676998,0.7000567408872,0.892407378445149,1.01886804361297,0.12540676174682,0.405866989822693,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8A BOON TIONG RD","19 TO 21",100,85,793988,1.28652536951665,103.830124811691,3.463,1.29515563016397,0.861432064475072,0.880279292811865,0.610317662034334,0.104292963588545,0.798129745956833,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6B BOON TIONG RD","13 TO 15",100,85,838000,1.28654599608856,103.83082447985,3.386,0.351585902592532,1.84293048517353,1.19120210359111,0.725730300107926,1.13673941552446,0.0892216832430691,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"80C TELOK BLANGAH ST 31","25 TO 27",93,93,842000,1.27349435644809,103.807229362471,6.463,0.841595260854494,1.25862233799401,1.28962034448559,0.210965212175762,0.923957861550557,1.02695477714816,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"80A TELOK BLANGAH ST 31","19 TO 21",95,93,850000,1.27368173970143,103.806579408022,6.539,1.34456101721007,1.06014455829469,0.690548307151454,1.7614210726164,0.150286862238548,0.401579890971367,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"207 PETIR RD","01 TO 03",84,68,270000,1.37370703550109,103.774851276857,16.377,0.822654579902411,0.534515764159273,0.424176572187394,0.440511679607057,0.444100431712576,0.228539059611162,2,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240 BT PANJANG RING RD","01 TO 03",84,68,295000,1.37934514194061,103.771222864624,17.255,2.02336621911203,1.2171646873278,0.472530429799084,0.517076202251887,0.487770058242174,0.4878942367596,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505 JELAPANG RD","04 TO 06",102,78,320000,1.38416248289246,103.767483683421,18.797,1.81910491684287,1.20802563159291,0.586578434341972,0.922757032704697,0.437226084966183,0.266372672801099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250 BANGKIT RD","01 TO 03",103,68,330000,1.38065502521671,103.773698672408,17.445,1.76518887778085,0.847895280000352,0.633904477328461,0.687555013415611,1.27672975897204,0.153823692244149,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143 PETIR RD","01 TO 03",103,68,335000,1.37637448213033,103.76732428038,17.905,2.17551353147476,1.66762856871105,0.579200365391317,0.554890951523187,0.551688147241648,0.551575539894291,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476 SEGAR RD","04 TO 06",91,82,336000,1.38889498981622,103.772905851405,18.261,0.872998629190507,0.87832991240786,0.995518052913952,0.848513822089714,1.04496719886026,0.192920094326206,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467 SEGAR RD","07 TO 09",90,82,340000,1.38698243415701,103.773788455756,18.179,1.11489792406339,0.841998176452383,0.578334628908396,0.652314255874939,0.556703193787926,0.897801795454161,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148 GANGSA RD","07 TO 09",103,69,345000,1.37591870711085,103.766191760192,17.945,2.12540751260681,0.27773844493954,0.580938294018595,0.781665848576908,1.1141798883812,0.504484590112517,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505 JELAPANG RD","07 TO 09",102,78,349000,1.38416248289246,103.767483683421,18.797,1.81910491684287,1.20802563159291,0.586578434341972,0.922757032704697,0.437226084966183,0.266372672801099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244 BT PANJANG RING RD","10 TO 12",104,68,350000,1.38091958234255,103.771819242148,17.737,1.66123929577282,0.952945183483131,0.73481117004065,1.00507225299443,0.314982103978415,0.405084179132228,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"629 SENJA RD","07 TO 09",93,84,350000,1.38652802373559,103.759278980746,18.829,0.405759201522389,0.521246953924425,0.111042470123409,0.0591109269253127,0.418970241476312,0.162222137385131,3,4,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126 PENDING RD","10 TO 12",103,67,358000,1.37621716161119,103.77012332087,17.101,0.823641343114119,1.84073484644342,0.211682336200275,0.753160099854082,0.781038153484426,0.279187950142667,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"270 BANGKIT RD","13 TO 15",106,68,375000,1.37649519770575,103.774209981676,16.784,1.41440604084937,1.30712319397835,1.22191547557717,0.779238771723863,0.129843024406257,0.129817490155187,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"533 BT PANJANG RING RD","04 TO 06",99,79,380000,1.38495570760378,103.763765206752,18.386,0.24138771764126,0.428392960937872,0.0818309658597674,0.0801236848014549,0.00713921355692807,0.105872105938075,8,17,47,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629 SENJA RD","19 TO 21",90,84,388000,1.38652802373559,103.759278980746,18.829,0.405759201522389,0.521246953924425,0.111042470123409,0.0591109269253127,0.418970241476312,0.162222137385131,3,4,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"458 SEGAR RD","04 TO 06",93,92,4e+05,1.38804394182061,103.771067583616,18.222,0.927123479621246,0.223006476697581,0.583503910908185,0.22454991652578,0.45533740195978,0.432391527553451,0,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173 GANGSA RD","07 TO 09",101,78,410000,1.37992941455809,103.766762151697,17.496,1.44738212027463,0.117572190763381,0.449872721985674,0.562514246725838,0.995483102112304,0.506469551259397,1,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485 SEGAR RD","13 TO 15",93,94,412000,1.38868132378093,103.771312569429,18.169,0.489750417959741,1.70281398089606,0.968585330545652,0.628433585010305,1.04388218226548,3.69746525060835e-06,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"486 SEGAR RD","13 TO 15",93,95,450000,1.38924060817621,103.77162077126,18.29,1.00198579975208,1.30208509315609,0.721031333938175,0.608712640248792,0.550931429179477,0.602357152930791,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"633B SENJA RD","19 TO 21",93,94,462000,1.38516970673292,103.758529145929,18.725,0.441833823749178,0.838391342985255,0.461666355346165,0.573264307487389,1.01050334074412,0.30253013555447,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"633B SENJA RD","28 TO 30",93,93,480000,1.38516970673292,103.758529145929,18.725,0.441833823749178,0.838391342985255,0.461666355346165,0.573264307487389,1.01050334074412,0.30253013555447,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"171 GANGSA RD","16 TO 18",101,77,483088,1.37896953663304,103.766375003722,17.625,1.26380680271017,0.981115057918676,1.10854320249201,0.790703506844426,0.0672772181931047,0.299954435909473,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"185 JELEBU RD","16 TO 18",91,83,533000,1.37935525582195,103.762296482155,18.213,1.1528397482356,0.446994593736757,0.158739200092107,1.48139800531759,1.2657871769293,0.508627806882847,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2 QUEEN'S RD","07 TO 09",89,54,545000,1.31778631433714,103.807262757565,9.491,1.61353419485418,1.13685147629408,1.3717762774637,0.767592728112527,0.504645816375948,0.158237052637734,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2 QUEEN'S RD","07 TO 09",89,54,580000,1.31778631433714,103.807262757565,9.491,1.61353419485418,1.13685147629408,1.3717762774637,0.767592728112527,0.504645816375948,0.158237052637734,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671A KLANG LANE","01 TO 03",75,83,445000,1.30882069575537,103.852065291651,4.056,0.961419930451738,1.9651007409976,1.81029320120509,0.232383180335241,0.579949072478689,0.734564284240304,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634 VEERASAMY RD","07 TO 09",102,65,550000,1.30606039060551,103.855108751218,4.053,1.33744564317455,0.247239496772239,0.598201365638482,0.493592711005456,0.651422202555174,0.917132027975994,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334 KRETA AYER RD","07 TO 09",83,61,570000,1.28160641229699,103.84233592597,1.939,1.12859071730125,1.32553171709654,0.391635013482672,0.557793478393971,0.287359777747016,0.488630984611569,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1D CANTONMENT RD","04 TO 06",94,91,8e+05,1.27692024304713,103.841485788369,2.053,0.575527677579226,0.938712664784219,1.22754631743769,0.246401300069748,0.543351728939809,0.286821124004597,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1B CANTONMENT RD","04 TO 06",94,91,840000,1.27779940676005,103.841403430465,2.166,0.736037880408335,1.70446245363538,1.54853213476012,0.7425374573407,0.110841619588122,0.414959500524819,2,1,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1F CANTONMENT RD","10 TO 12",93,91,925000,1.27598699469414,103.841191762017,1.991,0.392021892054701,0.036822748052193,0.406562335032994,0.26933599873532,0.676104083989011,0.204331799591374,3,6,18,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"684D CHOA CHU KANG CRES","04 TO 06",90,82,295000,1.40467820311031,103.746800063318,23.621,0.576372597386456,0.28282988367935,0.695163065249652,0.316970109068613,0.140810644040524,0.201590688286902,0,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687A CHOA CHU KANG DR","01 TO 03",90,82,295000,1.40451101735306,103.750161262445,23.395,0.0685489020125742,0.26763489216186,0.288768665665109,0.0415959957332284,0.0666128212507677,0.0436629384409325,11,28,83,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692A CHOA CHU KANG CRES","22 TO 24",91,83,308000,1.4002092135442,103.751271374918,23.4,1.08369778338027,1.53016111821263,1.09181796257565,0.084344577464893,0.480213362744137,0.781707180907173,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"686A CHOA CHU KANG CRES","10 TO 12",90,82,310000,1.40438956727531,103.74785640306,23.471,0.441596932478038,0.211510632089858,0.320783751843425,0.422232463171191,0.188571723180789,0.0727777085585092,0,4,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"427 CHOA CHU KANG AVE 4","01 TO 03",104,72,310000,1.38088419447891,103.73976352832,23.093,0.891493671205184,1.16251144260547,0.546729484911407,1.17824781470564,0.277098758393747,0.244909791580887,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691B CHOA CHU KANG CRES","13 TO 15",91,83,312000,1.40162672032469,103.751577560463,23.339,0.993148338092395,0.49629816310484,0.356481311681857,0.800498128381745,0.483711126075341,0.171293390056343,2,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"104 TECK WHYE LANE","04 TO 06",106,69,315000,1.37708162127187,103.752870448301,19.318,1.69984522865519,0.982657764167225,0.522042315719248,0.838611133617194,0.14897369011997,0.148846798391477,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659 CHOA CHU KANG CRES","04 TO 06",103,79,318000,1.40124273911529,103.749394179356,23.428,0.197239334006903,0.250162987206534,0.136674485363026,0.183697608584427,0.150590642249518,0.0926163896392335,8,26,82,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660 CHOA CHU KANG CRES","01 TO 03",100,79,318000,1.40115928939782,103.749807645909,23.369,0.152380339156097,0.943605745778255,0.631058513614696,0.657082745138481,0.192644793122572,0.152418608801429,2,4,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685A CHOA CHU KANG CRES","13 TO 15",90,82,320000,1.40378102388881,103.747662621714,23.39,0.926759513912227,1.55279749505889,1.04980208506614,1.38169630292509,0.870791462988912,0.8707908863764,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"473 CHOA CHU KANG AVE 3","10 TO 12",100,79,323000,1.37961821111761,103.738115482342,23.168,1.74213073079512,0.840103701395333,0.657632176667711,0.479164274616383,0.390713828220183,0.412326307757028,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"673 CHOA CHU KANG CRES","10 TO 12",104,79,326000,1.40132802512812,103.748136094413,23.578,0.287338358999727,0.610887872730445,0.308189654711202,0.402973821839517,0.105702420342877,0.14570587191038,3,2,21,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"151 JLN TECK WHYE","04 TO 06",103,78,330000,1.37841034566731,103.757250622283,19.045,0.327157129016278,0.107491663477244,0.441568322794207,0.448133923983991,0.166122801847039,0.166047640866899,1,10,23,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459 CHOA CHU KANG AVE 4","10 TO 12",104,80,335000,1.37818434118826,103.735126609036,23.459,1.24849121528148,0.3900521590681,0.35219522407276,0.286363457362134,0.218017328868858,0.339576558867416,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
