"month","town","address","block","street_name","flat_type","storey_range","storey_range_lower","storey_range_upper","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD"
"2019-06","SENGKANG","320D ANCHORVALE DR","320D","ANCHORVALE DR","4 ROOM","01 TO 03","01","03",90,"Model A",2002,"82 years 03 months",82,415000,1.3909522124166,103.891815990371,18.026
"2019-06","SENGKANG","226A COMPASSVALE WALK","226A","COMPASSVALE WALK","4 ROOM","13 TO 15","13","15",102,"Model A",1999,"79 years 07 months",79,415000,1.38741262572687,103.899719706863,16.144
"2019-06","SENGKANG","451B SENGKANG WEST WAY","451B","SENGKANG WEST WAY","4 ROOM","10 TO 12","10","12",92,"Model A",2015,"94 years 11 months",94,415000,1.39429892681927,103.87454741629,16.995
"2019-06","SENGKANG","435B FERNVALE RD","435B","FERNVALE RD","4 ROOM","10 TO 12","10","12",94,"Premium Apartment",2013,"93 years 01 month",93,418000,1.39339364366596,103.876644854346,17.214
"2019-06","SENGKANG","451B SENGKANG WEST WAY","451B","SENGKANG WEST WAY","4 ROOM","07 TO 09","07","09",92,"Model A",2015,"95 years 01 month",95,420000,1.39429892681927,103.87454741629,16.995
"2019-06","SENGKANG","327C ANCHORVALE RD","327C","ANCHORVALE RD","4 ROOM","04 TO 06","04","06",92,"Premium Apartment",2015,"94 years 11 months",94,425000,1.39609319862488,103.888720918656,18.668
"2019-06","SENGKANG","438B SENGKANG WEST AVE","438B","SENGKANG WEST AVE","4 ROOM","19 TO 21","19","21",94,"Model A",2011,"90 years 08 months",90,439000,1.39274518333866,103.877720031685,17.548
"2019-06","SENGKANG","326A ANCHORVALE RD","326A","ANCHORVALE RD","4 ROOM","04 TO 06","04","06",92,"Premium Apartment",2015,"94 years 10 months",94,440000,1.39491417297588,103.88800013779,18.653
"2019-06","SENGKANG","453B FERNVALE RD","453B","FERNVALE RD","4 ROOM","22 TO 24","22","24",92,"Model A",2015,"95 years 02 months",95,440000,1.3942988861693,103.875110781799,17.014
"2019-06","SENGKANG","326A ANCHORVALE RD","326A","ANCHORVALE RD","4 ROOM","04 TO 06","04","06",92,"Premium Apartment",2015,"94 years 10 months",94,447000,1.39491417297588,103.88800013779,18.653
"2019-06","SENGKANG","410B FERNVALE RD","410B","FERNVALE RD","4 ROOM","25 TO 27","25","27",96,"Premium Apartment",2012,"92 years 06 months",92,448000,1.38978938889476,103.876096713603,17.018
"2019-06","SENGKANG","433B SENGKANG WEST WAY","433B","SENGKANG WEST WAY","4 ROOM","16 TO 18","16","18",93,"Model A",2014,"94 years 04 months",94,448888,1.39388894272879,103.877494624525,17.373
"2019-06","SENGKANG","326D ANCHORVALE RD","326D","ANCHORVALE RD","4 ROOM","07 TO 09","07","09",92,"Premium Apartment",2015,"94 years 10 months",94,450000,1.39613052938418,103.888097116033,18.613
"2019-06","SENGKANG","441D FERNVALE RD","441D","FERNVALE RD","4 ROOM","22 TO 24","22","24",94,"Model A",2012,"91 years 08 months",91,450000,1.39209223539633,103.875248015845,17.538
"2019-06","SENGKANG","332B ANCHORVALE LINK","332B","ANCHORVALE LINK","4 ROOM","13 TO 15","13","15",92,"Model A",2015,"95 years 10 months",95,460000,1.39510794817993,103.891456224107,18.951
"2019-06","SENGKANG","326D ANCHORVALE RD","326D","ANCHORVALE RD","4 ROOM","04 TO 06","04","06",92,"Premium Apartment",2015,"94 years 10 months",94,462000,1.39613052938418,103.888097116033,18.613
"2019-06","SENGKANG","332B ANCHORVALE LINK","332B","ANCHORVALE LINK","4 ROOM","07 TO 09","07","09",92,"Model A",2015,"95 years 02 months",95,470000,1.39510794817993,103.891456224107,18.951
"2019-06","SENGKANG","271A SENGKANG CTRL","271A","SENGKANG CTRL","4 ROOM","16 TO 18","16","18",93,"Premium Apartment",2010,"89 years 11 months",89,495000,1.38595588536248,103.894654799481,17.517
"2019-06","SENGKANG","272A SENGKANG CTRL","272A","SENGKANG CTRL","4 ROOM","07 TO 09","07","09",90,"Premium Apartment",2009,"89 years 07 months",89,505000,1.38526180662915,103.893959317126,17.371
"2019-06","SENGKANG","265E COMPASSVALE BOW","265E","COMPASSVALE BOW","4 ROOM","13 TO 15","13","15",92,"Premium Apartment",2007,"87 years 02 months",87,515000,1.381909151675,103.896656322872,17.184
"2019-06","SENGKANG","271B SENGKANG CTRL","271B","SENGKANG CTRL","4 ROOM","10 TO 12","10","12",93,"Premium Apartment",2010,"89 years 11 months",89,530000,1.38545544642334,103.894490395737,17.596
"2019-06","SENGKANG","273D COMPASSVALE LINK","273D","COMPASSVALE LINK","4 ROOM","16 TO 18","16","18",90,"Premium Apartment",2009,"89 years 02 months",89,550000,1.38414098951186,103.894443272414,17.649
"2019-06","SENGKANG","272C SENGKANG CTRL","272C","SENGKANG CTRL","4 ROOM","10 TO 12","10","12",90,"Premium Apartment",2009,"89 years 06 months",89,550000,1.38427332655847,103.893821005371,17.483
"2019-06","SENGKANG","273A COMPASSVALE LINK","273A","COMPASSVALE LINK","4 ROOM","10 TO 12","10","12",90,"Premium Apartment",2009,"89 years 02 months",89,560000,1.38407485646696,103.894939721785,17.645
"2019-06","SERANGOON","146 SERANGOON NTH AVE 1","146","SERANGOON NTH AVE 1","4 ROOM","04 TO 06","04","06",83,"Simplified",1987,"67 years 02 months",67,350000,1.36816861691966,103.87293845884,13.822
"2019-06","SERANGOON","219 SERANGOON AVE 4","219","SERANGOON AVE 4","4 ROOM","01 TO 03","01","03",96,"New Generation",1984,"64 years 06 months",64,4e+05,1.35835882532411,103.872182035504,12.545
"2019-06","TAMPINES","488B TAMPINES ST 45","488B","TAMPINES ST 45","4 ROOM","04 TO 06","04","06",103,"Model A",1989,"69 years 04 months",69,372000,1.36050029022569,103.957151008983,22.624
"2019-06","TAMPINES","275 TAMPINES ST 22","275","TAMPINES ST 22","4 ROOM","01 TO 03","01","03",105,"Model A",1985,"64 years 07 months",64,380000,1.34781303677538,103.950409276356,19.245
"2019-06","TAMPINES","837 TAMPINES ST 83","837","TAMPINES ST 83","4 ROOM","01 TO 03","01","03",105,"Model A",1985,"64 years 09 months",64,396000,1.35088781368026,103.934458619058,14.569
"2019-06","TAMPINES","437 TAMPINES ST 43","437","TAMPINES ST 43","4 ROOM","10 TO 12","10","12",105,"Model A",1986,"66 years 02 months",66,410000,1.35996624539325,103.951587758584,21.588
"2019-06","TAMPINES","916 TAMPINES ST 91","916","TAMPINES ST 91","4 ROOM","13 TO 15","13","15",103,"Model A",1984,"64 years 03 months",64,416000,1.34863107372522,103.940290409375,18.014
"2019-06","TAMPINES","158 SIMEI RD","158","SIMEI RD","4 ROOM","01 TO 03","01","03",108,"Model A",1989,"68 years 09 months",68,425000,1.34425348635592,103.959602823483,19.911
"2019-06","TAMPINES","709 TAMPINES ST 71","709","TAMPINES ST 71","4 ROOM","07 TO 09","07","09",99,"Model A",1997,"77 years 01 month",77,430000,1.35798965118265,103.937435186474,15.179
"2019-06","TAMPINES","933 TAMPINES ST 91","933","TAMPINES ST 91","4 ROOM","04 TO 06","04","06",104,"Model A",1985,"65 years 01 month",65,435000,1.34524172287507,103.939098694607,17.973
"2019-06","TAMPINES","725 TAMPINES ST 71","725","TAMPINES ST 71","4 ROOM","10 TO 12","10","12",103,"Model A",1997,"77 years 03 months",77,435000,1.35698450686671,103.935334502197,15.228
"2019-06","TAMPINES","273 TAMPINES ST 22","273","TAMPINES ST 22","4 ROOM","07 TO 09","07","09",105,"Model A",1984,"64 years 01 month",64,438000,1.3486918230885,103.95042750892,19.098
"2019-06","TAMPINES","116 SIMEI ST 1","116","SIMEI ST 1","4 ROOM","04 TO 06","04","06",104,"Model A",1988,"68 years 05 months",68,450000,1.34358452919709,103.951127773868,18.855
"2019-06","TAMPINES","714 TAMPINES ST 71","714","TAMPINES ST 71","4 ROOM","04 TO 06","04","06",100,"Model A",1997,"76 years 09 months",76,450000,1.36005190110954,103.937142900774,15.348
"2019-06","TAMPINES","107 SIMEI ST 1","107","SIMEI ST 1","4 ROOM","04 TO 06","04","06",104,"Model A",1988,"68 years 05 months",68,455000,1.3421611396727,103.950489942022,18.874
"2019-06","TAMPINES","251 TAMPINES ST 21","251","TAMPINES ST 21","4 ROOM","10 TO 12","10","12",102,"Model A",1985,"64 years 07 months",64,460000,1.35275541922653,103.948119177521,19.86
"2019-06","TAMPINES","108 SIMEI ST 1","108","SIMEI ST 1","4 ROOM","04 TO 06","04","06",104,"Model A",1988,"68 years 02 months",68,462000,1.34301954085884,103.951007442775,18.921
"2019-06","TAMPINES","869A TAMPINES AVE 8","869A","TAMPINES AVE 8","4 ROOM","04 TO 06","04","06",92,"Model A",2015,"95 years 01 month",95,5e+05,1.35501799093941,103.93231742743,14.452
"2019-06","TAMPINES","503 TAMPINES CTRL 1","503","TAMPINES CTRL 1","4 ROOM","07 TO 09","07","09",113,"Model A",1990,"69 years 08 months",69,538000,1.35580573472225,103.945108935184,19.229
"2019-06","TAMPINES","168C SIMEI LANE","168C","SIMEI LANE","4 ROOM","04 TO 06","04","06",94,"DBSS",2011,"90 years 09 months",90,628000,1.34247709890668,103.958539053563,20.305
"2019-06","TOA PAYOH","249 KIM KEAT LINK","249","KIM KEAT LINK","4 ROOM","04 TO 06","04","06",104,"Model A",1988,"68 years 06 months",68,485000,1.33131573283592,103.85665702204,10.184
"2019-06","TOA PAYOH","79A TOA PAYOH CTRL","79A","TOA PAYOH CTRL","4 ROOM","13 TO 15","13","15",76,"Model A",2009,"88 years 10 months",88,630000,1.33453129537675,103.847565695822,8.375
"2019-06","TOA PAYOH","86 LOR 2 TOA PAYOH","86","LOR 2 TOA PAYOH","4 ROOM","07 TO 09","07","09",106,"Model A",1997,"76 years 11 months",76,660000,1.33549135587104,103.847691358826,8.65
"2019-06","TOA PAYOH","79B TOA PAYOH CTRL","79B","TOA PAYOH CTRL","4 ROOM","10 TO 12","10","12",91,"Model A",2009,"88 years 10 months",88,740000,1.33464078301907,103.847990266882,8.378
"2019-06","WOODLANDS","33 MARSILING DR","33","MARSILING DR","4 ROOM","07 TO 09","07","09",98,"New Generation",1978,"57 years 07 months",57,248000,1.44355825410306,103.772015392214,24.7
"2019-06","WOODLANDS","429 WOODLANDS ST 41","429","WOODLANDS ST 41","4 ROOM","04 TO 06","04","06",84,"Simplified",1996,"76 years 02 months",76,290000,1.42661684900233,103.772948569562,23.554
"2019-06","WOODLANDS","742 WOODLANDS CIRCLE","742","WOODLANDS CIRCLE","4 ROOM","01 TO 03","01","03",102,"Model A",1997,"77 years 02 months",77,294000,1.44392097347428,103.796032969959,27.431
"2019-06","WOODLANDS","177 WOODLANDS ST 13","177","WOODLANDS ST 13","4 ROOM","07 TO 09","07","09",91,"New Generation",1986,"65 years 08 months",65,297000,1.43435791362603,103.778088434368,24.032
"2019-06","WOODLANDS","524 WOODLANDS DR 14","524","WOODLANDS DR 14","4 ROOM","01 TO 03","01","03",103,"Premium Apartment",2000,"79 years 10 months",79,3e+05,1.43264768513006,103.79367954254,26.153
"2019-06","WOODLANDS","773 WOODLANDS DR 60","773","WOODLANDS DR 60","4 ROOM","04 TO 06","04","06",91,"Model A2",1997,"77 years 05 months",77,3e+05,1.44747282541986,103.797716111303,27.476
"2019-06","WOODLANDS","202 MARSILING DR","202","MARSILING DR","4 ROOM","13 TO 15","13","15",93,"New Generation",1981,"61 years 03 months",61,305000,1.44315121142693,103.775164777049,24.474
"2019-06","WOODLANDS","553 WOODLANDS DR 44","553","WOODLANDS DR 44","4 ROOM","04 TO 06","04","06",102,"Model A",2000,"79 years 11 months",79,310000,1.43161421964632,103.795071966682,25.598
"2019-06","WOODLANDS","575 WOODLANDS DR 16","575","WOODLANDS DR 16","4 ROOM","10 TO 12","10","12",86,"Model A2",2000,"80 years 06 months",80,312000,1.43118720442285,103.797237729001,25.498
"2019-06","WOODLANDS","543 WOODLANDS DR 16","543","WOODLANDS DR 16","4 ROOM","01 TO 03","01","03",101,"Model A",2000,"80 years 01 month",80,320000,1.42831492534534,103.793734505831,25.21
"2019-06","WOODLANDS","786C WOODLANDS DR 60","786C","WOODLANDS DR 60","4 ROOM","04 TO 06","04","06",100,"Model A",1997,"77 years 03 months",77,320000,1.44581867717204,103.80106885347,27.539
"2019-07","PUNGGOL","170A PUNGGOL FIELD","170A","PUNGGOL FIELD","4 ROOM","01 TO 03","01","03",93,"Model A",2014,"93 years 09 months",93,370000,1.39356094752398,103.914860704891,17.399
"2019-07","PUNGGOL","296 PUNGGOL CTRL","296","PUNGGOL CTRL","4 ROOM","13 TO 15","13","15",91,"Premium Apartment",2003,"83 years 03 months",83,395000,1.40158819081014,103.905265199203,18.292
"2019-07","PUNGGOL","618D PUNGGOL DR","618D","PUNGGOL DR","4 ROOM","10 TO 12","10","12",93,"Premium Apartment",2013,"93 years 02 months",93,445000,1.40184131856722,103.911466174026,18.819
"2019-07","PUNGGOL","619D PUNGGOL DR","619D","PUNGGOL DR","4 ROOM","01 TO 03","01","03",93,"Premium Apartment",2013,"93 years 02 months",93,450000,1.40211730418562,103.911081490497,18.756
"2019-07","PUNGGOL","619C PUNGGOL DR","619C","PUNGGOL DR","4 ROOM","07 TO 09","07","09",93,"Premium Apartment",2013,"93 years 02 months",93,452000,1.40239328837618,103.910696806603,18.704
"2019-07","PUNGGOL","619A PUNGGOL DR","619A","PUNGGOL DR","4 ROOM","07 TO 09","07","09",93,"Premium Apartment",2013,"93 years 02 months",93,455000,1.40260524216302,103.911426719175,18.9
"2019-07","PUNGGOL","208A PUNGGOL PL","208A","PUNGGOL PL","4 ROOM","04 TO 06","04","06",92,"Model A",2014,"93 years 11 months",93,458888,1.40146324574732,103.900761051711,18.535
"2019-07","PUNGGOL","302A PUNGGOL PL","302A","PUNGGOL PL","4 ROOM","07 TO 09","07","09",93,"Premium Apartment",2011,"90 years 08 months",90,470000,1.40442356621968,103.904444236705,18.354
"2019-07","PUNGGOL","213C PUNGGOL WALK","213C","PUNGGOL WALK","4 ROOM","10 TO 12","10","12",93,"Model A",2015,"94 years 09 months",94,470000,1.4005984949975,103.898920186089,19.271
"2019-07","PUNGGOL","265D PUNGGOL WAY","265D","PUNGGOL WAY","4 ROOM","04 TO 06","04","06",92,"Model A",2015,"94 years 11 months",94,475000,1.40482604982361,103.89830171747,19.138
"2019-07","PUNGGOL","303C PUNGGOL CTRL","303C","PUNGGOL CTRL","4 ROOM","07 TO 09","07","09",93,"Premium Apartment",2010,"90 years 09 months",90,480000,1.4040520620826,103.905300204384,18.255
"2019-07","PUNGGOL","312A SUMANG LINK","312A","SUMANG LINK","4 ROOM","13 TO 15","13","15",92,"Model A",2015,"94 years 11 months",94,498888,1.41081926900094,103.900371677782,19.426
"2019-07","PUNGGOL","313A SUMANG LINK","313A","SUMANG LINK","4 ROOM","07 TO 09","07","09",92,"Model A",2015,"94 years 11 months",94,515000,1.4098518409694,103.901995283996,19.513
"2019-07","PUNGGOL","272D PUNGGOL WALK","272D","PUNGGOL WALK","4 ROOM","13 TO 15","13","15",92,"Premium Apartment",2014,"93 years 09 months",93,523000,1.40273347530835,103.90046347534,18.688
"2019-07","PUNGGOL","266B PUNGGOL WAY","266B","PUNGGOL WAY","4 ROOM","16 TO 18","16","18",92,"Model A",2015,"94 years 11 months",94,528000,1.40557473862472,103.897925654424,18.991
"2019-07","PUNGGOL","274D PUNGGOL PL","274D","PUNGGOL PL","4 ROOM","07 TO 09","07","09",93,"Premium Apartment",2013,"93 years",93,528000,1.40303370918855,103.901688542522,18.934
"2019-07","PUNGGOL","313C SUMANG LINK","313C","SUMANG LINK","4 ROOM","07 TO 09","07","09",92,"Model A",2015,"95 years 08 months",95,535888,1.41062885103467,103.901551852458,19.68
"2019-07","PUNGGOL","271C PUNGGOL WALK","271C","PUNGGOL WALK","4 ROOM","10 TO 12","10","12",93,"Premium Apartment",2014,"93 years 09 months",93,537000,1.40394165900883,103.901034337843,18.751
"2019-07","PUNGGOL","271B PUNGGOL WALK","271B","PUNGGOL WALK","4 ROOM","10 TO 12","10","12",93,"Premium Apartment",2014,"93 years 09 months",93,538888,1.40417054982357,103.900581094235,18.589
"2019-07","PUNGGOL","269A PUNGGOL FIELD","269A","PUNGGOL FIELD","4 ROOM","10 TO 12","10","12",99,"Premium Apartment",2013,"92 years 06 months",92,555500,1.4031490468413,103.898975756502,18.629
"2019-07","PUNGGOL","267B PUNGGOL FIELD","267B","PUNGGOL FIELD","4 ROOM","13 TO 15","13","15",99,"Premium Apartment",2013,"92 years 06 months",92,560000,1.40443273898382,103.897932428343,18.944
"2019-07","QUEENSTOWN","168A QUEENSWAY","168A","QUEENSWAY","4 ROOM","16 TO 18","16","18",84,"Improved",1974,"53 years 11 months",53,408000,1.28928555929927,103.803401515145,6.237
"2019-07","QUEENSTOWN","6 HOLLAND CL","6","HOLLAND CL","4 ROOM","07 TO 09","07","09",86,"Improved",1974,"53 years 11 months",53,510000,1.30711569200945,103.795264623935,7.793
"2019-07","QUEENSTOWN","2 HOLLAND AVE","2","HOLLAND AVE","4 ROOM","19 TO 21","19","21",88,"Improved",1974,"53 years 10 months",53,545000,1.31302913243704,103.794375471653,8.412
"2019-07","QUEENSTOWN","91 TANGLIN HALT RD","91","TANGLIN HALT RD","4 ROOM","04 TO 06","04","06",85,"Model A",2008,"88 years 01 month",88,615000,1.30072792288033,103.799417284922,7.824
"2019-07","QUEENSTOWN","28B DOVER CRES","28B","DOVER CRES","4 ROOM","07 TO 09","07","09",95,"Model A",2012,"91 years 08 months",91,660000,1.30544397285961,103.781869025225,10.491
"2019-07","QUEENSTOWN","28D DOVER CRES","28D","DOVER CRES","4 ROOM","07 TO 09","07","09",95,"Model A",2012,"91 years 08 months",91,7e+05,1.30608315201391,103.782472428347,10.579
"2019-07","QUEENSTOWN","51 STRATHMORE AVE","51","STRATHMORE AVE","4 ROOM","10 TO 12","10","12",90,"Model A",2006,"86 years 03 months",86,710000,1.29335856548885,103.808799765341,5.636
"2019-07","QUEENSTOWN","28B DOVER CRES","28B","DOVER CRES","4 ROOM","16 TO 18","16","18",95,"Model A",2012,"91 years 08 months",91,738000,1.30544397285961,103.781869025225,10.491
"2019-07","QUEENSTOWN","59 STRATHMORE AVE","59","STRATHMORE AVE","4 ROOM","04 TO 06","04","06",96,"Model A",2000,"80 years 03 months",80,742000,1.29318965357037,103.811252591644,5.338
"2019-07","QUEENSTOWN","62B STRATHMORE AVE","62B","STRATHMORE AVE","4 ROOM","07 TO 09","07","09",96,"Model A",2011,"91 years 01 month",91,745000,1.2944605758846,103.810978956227,5.452
"2019-07","QUEENSTOWN","90 TANGLIN HALT RD","90","TANGLIN HALT RD","4 ROOM","19 TO 21","19","21",90,"Model A",2008,"88 years 01 month",88,745000,1.30051700920519,103.79897627676,7.748
"2019-07","QUEENSTOWN","61B STRATHMORE AVE","61B","STRATHMORE AVE","4 ROOM","04 TO 06","04","06",96,"Model A",2011,"91 years 02 months",91,750000,1.29375107969483,103.811956712048,5.507
"2019-07","QUEENSTOWN","91 TANGLIN HALT RD","91","TANGLIN HALT RD","4 ROOM","34 TO 36","34","36",90,"Model A",2008,"88 years 01 month",88,775000,1.30072792288033,103.799417284922,7.824
"2019-07","QUEENSTOWN","23 GHIM MOH LINK","23","GHIM MOH LINK","4 ROOM","28 TO 30","28","30",92,"Model A",2013,"92 years 09 months",92,835000,1.30863562772071,103.786331973494,11.56
"2019-07","QUEENSTOWN","53 C'WEALTH DR","53","C'WEALTH DR","4 ROOM","40 TO 42","40","42",96,"Model A",2015,"94 years 07 months",94,865000,1.30205878257013,103.796581739102,8.023
"2019-07","SEMBAWANG","406 SEMBAWANG DR","406","SEMBAWANG DR","4 ROOM","07 TO 09","07","09",86,"Model A2",2001,"80 years 08 months",80,307000,1.45292980520031,103.816977584813,28.707
"2019-07","SEMBAWANG","411 SEMBAWANG DR","411","SEMBAWANG DR","4 ROOM","04 TO 06","04","06",90,"Model A",2001,"80 years 10 months",80,310000,1.45219746411589,103.817932344079,28.499
"2019-07","SEMBAWANG","589B MONTREAL DR","589B","MONTREAL DR","4 ROOM","01 TO 03","01","03",85,"Model A2",2002,"82 years 05 months",82,316000,1.44967865537361,103.825477345733,25.393
"2019-07","SEMBAWANG","339A SEMBAWANG CL","339A","SEMBAWANG CL","4 ROOM","04 TO 06","04","06",95,"Premium Apartment",2001,"80 years 11 months",80,325000,1.44801536040364,103.81788087791,28.074
"2019-07","SEMBAWANG","313 SEMBAWANG DR","313","SEMBAWANG DR","4 ROOM","07 TO 09","07","09",101,"Model A",1999,"78 years 08 months",78,325000,1.44447224601627,103.821707282924,25.025
"2019-07","SEMBAWANG","331 SEMBAWANG CL","331","SEMBAWANG CL","4 ROOM","10 TO 12","10","12",101,"Model A",1999,"79 years 07 months",79,330000,1.44752857706619,103.816661963955,27.856
"2019-07","SEMBAWANG","324 SEMBAWANG CL","324","SEMBAWANG CL","4 ROOM","07 TO 09","07","09",101,"Model A",1999,"78 years 10 months",78,349888,1.44457098531352,103.81784736593,28.234
"2019-07","SEMBAWANG","590B MONTREAL LINK","590B","MONTREAL LINK","4 ROOM","01 TO 03","01","03",93,"Model A",2015,"94 years 09 months",94,360000,1.45008621870701,103.827067209255,25.19
"2019-07","SEMBAWANG","356A ADMIRALTY DR","356A","ADMIRALTY DR","4 ROOM","13 TO 15","13","15",95,"Premium Apartment",2001,"80 years 11 months",80,368000,1.44944134467676,103.816852385344,28.182
"2019-07","SEMBAWANG","463C SEMBAWANG DR","463C","SEMBAWANG DR","4 ROOM","16 TO 18","16","18",92,"Model A",2015,"94 years 10 months",94,380000,1.45623509145475,103.814292200264,27.263
"2019-07","SEMBAWANG","341B SEMBAWANG CL","341B","SEMBAWANG CL","4 ROOM","07 TO 09","07","09",95,"Premium Apartment",2001,"80 years 11 months",80,385000,1.44798211047398,103.818506856223,28.136
"2019-07","SEMBAWANG","463B SEMBAWANG DR","463B","SEMBAWANG DR","4 ROOM","19 TO 21","19","21",92,"Model A",2015,"94 years 10 months",94,385000,1.45599868966281,103.813971740295,27.219
"2019-07","SEMBAWANG","590C MONTREAL LINK","590C","MONTREAL LINK","4 ROOM","10 TO 12","10","12",93,"Model A",2015,"94 years 09 months",94,390000,1.44994314368403,103.82672063438,25.221
"2019-07","SEMBAWANG","592C MONTREAL LINK","592C","MONTREAL LINK","4 ROOM","13 TO 15","13","15",93,"Model A",2015,"94 years 09 months",94,402000,1.45093931289388,103.828070545183,25.219
"2019-07","SEMBAWANG","590C MONTREAL LINK","590C","MONTREAL LINK","4 ROOM","16 TO 18","16","18",93,"Model A",2015,"94 years 09 months",94,415000,1.44994314368403,103.82672063438,25.221
"2019-07","SEMBAWANG","590C MONTREAL LINK","590C","MONTREAL LINK","4 ROOM","16 TO 18","16","18",93,"Model A",2015,"94 years 09 months",94,415000,1.44994314368403,103.82672063438,25.221
"2019-07","SENGKANG","183D RIVERVALE CRES","183D","RIVERVALE CRES","4 ROOM","07 TO 09","07","09",85,"Model A2",2003,"82 years 11 months",82,315000,1.39145041079796,103.908743124375,16.457
"2019-07","SENGKANG","184C RIVERVALE CRES","184C","RIVERVALE CRES","4 ROOM","07 TO 09","07","09",85,"Model A2",2003,"83 years 11 months",83,329000,1.39255964590728,103.907889895232,16.939
"2019-07","SENGKANG","184A RIVERVALE CRES","184A","RIVERVALE CRES","4 ROOM","07 TO 09","07","09",90,"Model A",2003,"82 years 10 months",82,340000,1.3921257522424,103.907508047408,16.749
"2019-07","SENGKANG","195 RIVERVALE DR","195","RIVERVALE DR","4 ROOM","13 TO 15","13","15",92,"Model A",2001,"81 years",81,340000,1.39282417800809,103.902400185088,18.125
"2019-07","SENGKANG","187B RIVERVALE DR","187B","RIVERVALE DR","4 ROOM","13 TO 15","13","15",91,"Model A",2000,"80 years 05 months",80,348000,1.39429790657459,103.90584757628,16.735
"2019-07","SENGKANG","180C RIVERVALE CRES","180C","RIVERVALE CRES","4 ROOM","01 TO 03","01","03",93,"Model A",2015,"94 years 08 months",94,350000,1.38949150176116,103.90966042653,16.427
"2019-07","SENGKANG","130 RIVERVALE ST","130","RIVERVALE ST","4 ROOM","07 TO 09","07","09",100,"Model A",1999,"78 years 08 months",78,350000,1.38944503867735,103.902653243628,16.407
"2019-07","SENGKANG","311A ANCHORVALE LANE","311A","ANCHORVALE LANE","4 ROOM","07 TO 09","07","09",90,"Premium Apartment",2002,"82 years 03 months",82,353000,1.39096468167495,103.884060305383,18.643
"2019-07","SENGKANG","178C RIVERVALE CRES","178C","RIVERVALE CRES","4 ROOM","01 TO 03","01","03",93,"Model A",2015,"94 years 08 months",94,353000,1.38873270132208,103.910660470449,16.56
"2019-07","SENGKANG","120B RIVERVALE DR","120B","RIVERVALE DR","4 ROOM","01 TO 03","01","03",101,"Premium Apartment",2001,"80 years 08 months",80,355000,1.38579818238123,103.904394269204,15.874
"2019-07","SENGKANG","434A FERNVALE RD","434A","FERNVALE RD","4 ROOM","01 TO 03","01","03",94,"Premium Apartment",2013,"93 years 0 months",93,360000,1.39437366578651,103.876322418463,17.215
"2019-07","SENGKANG","448A SENGKANG WEST WAY","448A","SENGKANG WEST WAY","4 ROOM","01 TO 03","01","03",92,"Model A",2014,"94 years",94,361000,1.39293649855269,103.87299848136,16.559
"2019-07","SENGKANG","318D ANCHORVALE LINK","318D","ANCHORVALE LINK","4 ROOM","01 TO 03","01","03",92,"Premium Apartment",2003,"82 years 08 months",82,364000,1.39314049828612,103.889509691071,17.976
"2019-07","SENGKANG","304A ANCHORVALE LINK","304A","ANCHORVALE LINK","4 ROOM","10 TO 12","10","12",90,"Model A",2002,"81 years 06 months",81,365000,1.38789185501916,103.888922314482,17.64
"2019-07","SENGKANG","105 RIVERVALE WALK","105","RIVERVALE WALK","4 ROOM","04 TO 06","04","06",100,"Model A",1999,"78 years 08 months",78,365000,1.38215613071495,103.900711925224,15.546
"2019-07","SENGKANG","296A COMPASSVALE CRES","296A","COMPASSVALE CRES","4 ROOM","13 TO 15","13","15",90,"Model A",2002,"81 years 06 months",81,366000,1.3970353252163,103.899330986212,18.492
"2019-07","SENGKANG","178D RIVERVALE CRES","178D","RIVERVALE CRES","4 ROOM","10 TO 12","10","12",93,"Model A",2015,"94 years 09 months",94,368000,1.38904079413305,103.91071884624,16.584
"2019-07","SENGKANG","123C RIVERVALE DR","123C","RIVERVALE DR","4 ROOM","10 TO 12","10","12",102,"Model A",1999,"79 years 01 month",79,370000,1.38640852201004,103.902222112406,16.525
"2019-07","SENGKANG","158A RIVERVALE CRES","158A","RIVERVALE CRES","4 ROOM","13 TO 15","13","15",91,"Premium Apartment",2003,"83 years 05 months",83,370000,1.38872018812525,103.906869059805,16.025
"2019-07","SENGKANG","178D RIVERVALE CRES","178D","RIVERVALE CRES","4 ROOM","07 TO 09","07","09",93,"Model A",2015,"94 years 08 months",94,375000,1.38904079413305,103.91071884624,16.584
"2019-07","SENGKANG","407A FERNVALE RD","407A","FERNVALE RD","4 ROOM","13 TO 15","13","15",91,"Premium Apartment",2005,"84 years 06 months",84,380000,1.38826853302736,103.875272052202,16.996
"2019-07","SENGKANG","178A RIVERVALE CRES","178A","RIVERVALE CRES","4 ROOM","13 TO 15","13","15",93,"Model A",2015,"94 years 09 months",94,380000,1.38897323682802,103.909651586289,16.377
"2019-07","SENGKANG","206A COMPASSVALE LANE","206A","COMPASSVALE LANE","4 ROOM","07 TO 09","07","09",101,"Model A",1999,"79 years 04 months",79,383000,1.38648067876187,103.896739898472,16.019
"2019-07","SENGKANG","410A FERNVALE RD","410A","FERNVALE RD","4 ROOM","01 TO 03","01","03",95,"Premium Apartment",2012,"92 years 04 months",92,383000,1.39005269523174,103.875940509386,17.096
